,question,referenceAnswers,studentAnswer,label
7574,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,When you pluck a rubber band and let it go it moves back and forth which makes it vibrate.,1
7575,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,Because you can make you hand is hurt.,2
7576,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,I think because it vibrating.,1
7577,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,It will say: dinininin!,2
7578,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,It moves back and forth makes vibration.,1
7579,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,Because it is making vibration.,1
7580,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,Because it hits your Finger.,3
7581,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,It makes a sound because it vibrates.,1
7582,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,Because when you pull it. It hits your thumb.,3
7583,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,Sound like Pum!,2
7584,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,So it could a sound.,2
7585,Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,Because it vibrates and vibration makes Sound.,1
7586,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",This graph tells me this tree has a lot of rings.,2
7587,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",How long it took to get a number of rings.,2
7588,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",The graph tells you over time how many rings are in the tree.,2
7589,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",The graph tells me that the number of rings is really high.,2
7590,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",It tells me the number of rings grows. So does the time.,1
7591,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",How old the tree is.,2
7592,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",This graph tells me the number of the tree's rings and how long.,2
7593,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",That it goes from 0 and up.,2
7594,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",The number of times it rings and the times.,2
7595,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",That there is a lot of rings and a lot of time.,2
7596,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",I think the graph tells me that all the numbers are common.,2
7597,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",It tells me that the older the tree the more rings it has.,1
7598,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",I think this graph tells me that the time is about 25 seconds and the number of tree rings 20 times.,2
7599,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",The graph tells you the number of tree rings.,2
7600,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",That the time goes up.,2
7601,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",The more the time the more the tree rings.,1
7602,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",It shows you the number of tree rings and the time.,2
7603,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",This graph tells me the number of tree rings on the y axis and tells me the time on the x axis.,2
7604,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",Number of tree rings gets larger over time.,1
7605,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the of tree rings go up.,1
7606,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the number of tree rings increases.,1
7607,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the number of tree rings increases.,1
7608,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the number of tree rings increases.,1
7609,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the number of tree rings grows higher.,1
7610,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the number goes up.,1
7611,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the number of tree ring are higher.,1
7612,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the number gets larger.,1
7613,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the number of tree rings are increasing as it goes.,1
7614,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the of number of tree rings go up.,1
7615,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",As time goes on the tree rings are going up.,1
7616,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",The tree rings and time are both increasing.,1
7617,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",The number of tree rings and the time is increasing.,1
7618,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",That the time increasing and the tree rings are increasing too.,1
7619,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",The time is increasing the tree rings are increasing.,1
7620,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",They are both are increasing.,1
7621,Explain in one sentence what each graph tells you. Graph A) number of tree rings versus time.,"As time increases, the number of tree rings also increases.",The rings and the tree rings are increasing.,2
7622,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,They are different. Like bark not bark.,2
7623,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,They do not have the same rubbing material to be the same.,2
7624,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,That one has holes and the other one does not. One probably smooth and the other one bumpy.,1
7625,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,They are not the same letter B has big spots and letter A has lines and little spots.,2
7626,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,Rubbing A is not that clear because they rubbed it soft and B is rubbed hard.,2
7627,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,A. Might be soft B. might be a little bumpy.,1
7628,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,B is bumpy A is smooth.,2
7629,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,A tells you it has dashing lines B is telling us it has bumps.,2
7630,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,"Fabric B has lots of clear, round bumps. Fabric A has smaller, blurry bumps.",2
7631,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,They are bumpy.,2
7632,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,If you look you can tell that B is sort of like a metal gate and A is sort of like a wall.,1
7633,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,It is different because rubbing B has holes that are dark shaded wide and rubbing A has small holes that are mostly rough.,3
7634,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,A is harder to read than B.,2
7635,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,One of the rubbings are smooth and the other one looks rough.,2
7636,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,A was the second one behind the second one and B was the one that got rubbed.,2
7637,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,On A they colored it light and on B they colored it hard.,2
7638,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,A looks kind of smooth and the other one has bumps.,2
7639,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,I now one is same an hard.,2
7640,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,A is real bumping and it is hard B has small holes.,3
7641,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,A texture is smooth. B's texture is rough and bumpy.,1
7642,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,The fabrics in A show that the fabrics is not show up fabrics and B it tells you that it was bumpy.,2
7643,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,The B it shows be rubbing when we color.,2
7644,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,B has some rough and A is not that rough and A is smooth. And B is darker then A.,1
7645,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,The A one is kind of bluer and it must have been smooth because it does not have any bumps. B you could see it was bumpy.,2
7646,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,They are rubbed smooth and hard.,2
7647,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,I can tell that they are different fabrics because one of the fabrics are darker and have more lines and spots than the lighter one.,2
7648,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,If there bumpy or smooth or rough and show what the texture is.,2
7649,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,Well there are lines on A and on B it kind of looks like a screen.,2
7650,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,One is dark and the other is not and okay you can see them better.,2
7651,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,A was probably a much smoother fabric than B. Because B probably had more creases in it.,1
7652,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,The rubbings tell you that you cannot see A. And later a string to tell you that it is darker than A.,2
7653,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,"B shows us that there is a design on it, and you could probably fill it. A shows us that this fabric is not very noticeable.",2
7654,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,A has marks and lines and B does not have marks and lines like A it has polka dots on it and lines through the polka dots.,2
7655,Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,"Rubbing A was smooth, and rubbing B was rough and bumpy.",1
7656,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",It will not get light because the negative is getting to the motor.,2
7657,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",It will not light because one wire has to go in one side and one wire has to go in the other.,1
7658,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",There is not 2 wires for each little clip. There needs to be one coming from one clip and another coming from the other clip.,1
7659,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The bulb will not light because one of the wires have to touch the other clip.,1
7660,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",Because the electricity is going to the motor.,2
7661,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The bulb will not light because there is not enough electricity.,2
7662,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",It will not because there has to be a wire in each wire holder.,1
7663,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The cord from the battery is not on both sides.,2
7664,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",Because the bulb will not have enough energy because of the light bulb.,2
7665,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",Because the positive wire is taking the energy right away.,2
7666,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.","Because, the electricity goes through the wrong way the second time.",2
7667,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",There are 2 wires that should not be there the motor wires.,2
7668,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",It going in a coil.,2
7669,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The wires are not even.,2
7670,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",It is not connected properly because the wires are not connected properly on the motor.,2
7671,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The bulb will no because the other wire is not connected.,2
7672,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",There is not enough energy.,2
7673,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The battery does not have enough power or the power is not getting to the bulb.,2
7674,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The motor is not running.,2
7675,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",It will not light because when the electricity cannot flow through the wires.,2
7676,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The bulb will not light up because they are all not connected and this does not make a circuit.,2
7677,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",Because it is not in a circle.,2
7678,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",It is in both the same circuit.,2
7679,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The light bulb needs both plus and minus to be on different parts of the holder.,1
7680,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",It is not connected.,2
7681,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",More power goes to the motor.,2
7682,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The wires are not connecting to the bulb.,2
7683,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The bulb will not light because the positive and negative wires are hooked on the same hook.,1
7684,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",It does not work because the wire are not propel on the spring thing.,2
7685,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",Yes even though it is not a complete circuit.,2
7686,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",No because both wires are on both place.,2
7687,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",Some of the wires are disconnect.,2
7688,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",It will not light because the bulbs wires are not connected to both sockets.,1
7689,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",Because the motor got all the power.,2
7690,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",Because one side is hooked to the motor.,2
7691,"Trace over the complete circuit with your pencil to show where it is. Even though there is a complete circuit, the bulb will not light. Why not?","The circuit does not include both contact points on the bulb holder, so the electricity can not go through the bulb.",The bulb will not work because the negative and the positive cannot go in the same way.,2
7692,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Jorge knew a chemical reaction was occurred because it started bubble.,2
7693,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because the mixture bubbled.,2
7694,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because gas being formed can be a sign of a chemical reaction.,1
7695,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because he knew the bubbles meant carbon dioxide was being formed.,1
7696,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because the balloon expanded and filled with gas and it bubbled up.,1
7697,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because it started to bubble or to fizz and it is the proof of gas.,1
7698,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because when it bubbles that means a reaction is taking place.,2
7699,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because bubbling is a sign of a chemical reaction.,2
7700,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because it bubbled.,2
7701,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because the solution began to bubble.,2
7702,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because whenever it fizzes or bubbles that means it is a reaction.,2
7703,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because the bubbles appear it makes a gas.,1
7704,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,He knew because there are bubbles in the container.,2
7705,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Bubble.,2
7706,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because gas bubbles appeared.,1
7707,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,He knew because first he put a material in the water and started to bubble and that made gas so that is a clue of a chemical reaction.,1
7708,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because there were gas bubbles.,1
7709,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because he saw it bubble up that is why he knew it was a chemical reaction.,2
7710,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,When he put the solid in the liquid it start to bubbles.,2
7711,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because it bubbled and fizz.,2
7712,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because it bubbled and when something bubbled it means a reaction occurred.,2
7713,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because the solution bubbled.,2
7714,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,I think it is because it started to bubble and because it would not do that if it was not a reaction.,2
7715,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,He knew because it bubbled.,2
7716,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,"Jorge knew a chemical reaction occurred, because the mixture began to bubble.",2
7717,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,He knew because a change occurred and it made a gas.,1
7718,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,He knew because when bubbles pop a gas is released into the air.,1
7719,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,"Because it was making gas, it was fizzing, it made some precipitant.",1
7720,Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because the solution started to bubble.,2
